stockName,MarketCap,P/E,ForP/E,PEG,P/S,P/B,P/Cash,EPS,Own,ROA,ROE,Ratio,D/E,Margin,20SMA,52wkH/L,RSI,Gap,Price,Change,Volume
SYNA,1349.94,35.3,13.59,2.82,2.5,3.34,4.61,1.19,0.01,0.08,0.11,4,0.01,0.08,0.09,1.84,64.44,0.16,42,0.09,7107916
SYNL,88.93,20.84,12.58,1.68,0.48,1.23,8892.52,0.67,0.04,0.03,0.06,3.68,0.58,0.02,0.01,1.47,54.24,0.03,13.96,0.03,6165
SYNT,2615,13.74,13.1,0.82,3.52,4.28,5.97,4.57,0.35,0.27,0.33,4.37,0.08,0.26,-0.06,1.33,35.64,-0.01,62.77,-0.02,195480
SYPR,63.83,6.25,6.65,0.63,0.19,1.02,3.42,0.51,0.32,0.06,0.16,1.65,0.3,0.03,-0.1,2.39,30.93,0,3.19,0,26035
SYY,20392.45,19.02,16.65,2.47,0.47,4.16,63.57,1.83,0,0.09,0.22,1.77,0.63,0.02,0.01,1.35,59.75,0,34.8,0,2473776
T,203409.24,28.94,13.77,5.09,1.6,2.28,52.49,1.28,0,0.03,0.08,0.68,0.84,0.06,-0.02,1.29,46.9,0,37.04,-0.01,33207712
TA,347.69,10.51,7.64,0.7,0.04,0.98,9.88,1.12,0.09,0.03,0.09,1.39,0.23,0,0.13,2.99,72.84,0,11.77,0,213729
TACT,64.73,31,13.29,1.55,1.04,1.94,7.54,0.24,0.01,0.05,0.07,4.31,0,0.04,-0.03,1.38,40.29,0,7.44,0,4212
TAOM,9.04,26.17,39.25,1.31,0.22,29.44,0.08,0.18,0.49,0.05,0.06,4.09,0,0.18,0.06,1.78,68.32,0,4.71,0,2500
TAP,9302.69,20.99,11.92,4.37,2.38,1.21,14.91,2.43,0.01,0.03,0.06,0.67,0.59,0.11,0,1.43,54.15,0,51.01,-0.01,816124
TASR,469.7,35.8,27.12,1.19,3.93,5.36,12.17,0.25,0.03,0.13,0.16,4.79,0,0.12,0.13,2.28,73.77,-0.01,8.95,0.01,1108385
TBI,822.55,25.92,15.92,2.59,0.58,2.44,7.42,0.78,0.02,0.05,0.1,2.63,0,0.02,0,1.81,52.1,0,20.22,0.01,453944
TCX,84.25,11.05,16.15,0.38,0.76,3.5,16.95,0.19,0.01,0.09,0.4,0.88,0.15,0.09,0.12,2.25,72.55,-0.01,2.1,0,67817
TDC,8597.98,21.35,14.93,1.53,3.23,4.85,11.79,2.44,0.01,0.15,0.26,1.9,0.15,0.16,-0.03,1.65,43.67,0,52.09,0.03,3016721
TDG,7271.31,26.52,18.14,1.61,4.09,12.64,13.11,5.48,0,0.07,0.4,4.94,7.21,0.19,-0.03,1.44,43.12,0,145.31,-0.01,251123
TDS,4945.61,29.58,218.9,7.4,0.93,0.59,5.78,0.74,0,0.01,0.02,1.91,0.43,0.02,0.03,1.42,53.93,0,21.89,-0.01,431337
TDW,2488.77,18.32,12.05,0.36,2.06,0.99,45.93,2.75,0.01,0.03,0.05,1.86,0.37,0.11,0.01,1.33,57.44,0,50.38,0.01,399313
TDY,2792.28,16.85,15.36,1.67,1.27,2.26,56.99,4.44,0.01,0.07,0.15,2,0.57,0.08,-0.02,1.39,47.45,0,74.82,-0.01,120618
TE,4091.01,16.52,16.37,5.62,1.37,1.78,20.4,1.14,0.01,0.03,0.11,1.42,1.3,0.08,0.03,1.18,73.46,0,18.83,0,2886685
TECD,1697.31,8.17,7.83,1.04,0.07,0.86,4.33,5.5,0.02,0.04,0.11,1.41,0.26,0.01,0,1.3,41.73,0,44.95,-0.02,237548
TECH,2353.71,21.44,18.68,2.14,7.53,3.39,8.23,2.98,0,0.16,0.17,16.91,0,0.35,-0.02,1.21,37.73,0,63.89,0,69119
TEG,4757.77,16.5,16.87,2.91,1.13,1.53,173.64,3.67,0,0.03,0.1,0.91,0.89,0.07,0.01,1.23,61.76,0,60.57,-0.01,232644
TEL,17626.7,15.1,11.99,1.16,1.33,2.19,18.13,2.81,0,0.07,0.15,1.85,0.37,0.09,0.03,1.46,59.3,0,42.43,-0.01,1794624
TEN,2279.25,8.36,8.59,0.42,0.31,9.27,10.22,4.5,0.02,0.09,2.24,1.29,4.8,0.04,0.02,1.62,56.68,0,37.63,0.01,796607
TER,3117.56,20.2,8.43,1.47,2.02,1.72,4.39,0.81,0,0.08,0.11,2.89,0.1,0.12,0.07,1.39,60.31,0.02,16.36,0.02,7031904
TESO,461.17,9.25,10.12,1.16,0.83,0.98,17.76,1.28,0.01,0.09,0.11,3.06,0,0.09,-0.03,1.94,44.56,-0.02,11.84,0,191968
TESS,161.2,9.01,8.81,0.6,0.2,1.58,62.24,2.22,0.24,0.08,0.19,1.72,0.03,0.02,-0.03,1.55,42.29,0,20,-0.02,27037
TEX,3210.7,31.1,8.38,3.27,0.44,1.58,4.74,0.93,0.04,0.01,0.05,2.22,1.05,0.01,-0.04,2.62,40.53,0,28.92,-0.01,1601651
TFM,1970.23,30.68,21.47,1.51,1.48,9.95,225.43,1.33,0.01,0.18,0.39,0.79,0.21,0.05,0.01,1.8,45.1,0,40.8,0.01,434465
TG,967.2,22.39,17.54,1.02,1.07,2.59,19.81,1.34,0.07,0.06,0.11,1.92,0.34,0.05,0.04,2.72,61.1,0,30,0,95852
TGA,585.79,7.48,3.95,0.75,1.84,1.34,7.06,1.06,0.05,0.15,0.23,6.4,0.27,0.28,0.03,2.1,53.47,-0.01,7.93,-0.02,51708
TGE,200.82,13.03,7.77,0.32,1.02,2.58,23.32,0.71,0.06,0.13,0.22,1.3,0.37,0.08,-0.01,2.25,46.98,-0.04,9.25,-0.03,95689
TGH,2152.51,9.66,8.58,0.94,4.42,2.12,15.01,3.96,0.05,0.07,0.24,1.11,2.24,0.42,-0.05,1.62,39.7,0,38.26,0,166022
TGI,3999.58,12.35,11.7,0.67,1.09,1.97,119.57,6.46,0.01,0.07,0.18,2.27,0.58,0.09,0.01,1.53,58.38,0,79.8,0,250837
TGT,45230.82,15.57,12.75,1.29,0.62,2.75,57.69,4.53,0,0.06,0.19,1.17,1.07,0.04,0.02,1.32,68.59,0,70.52,0,2503103
THC,4289.7,20.58,12.14,2.06,0.47,3.77,11.78,2,0.01,0.02,0.19,1.52,4.59,0.02,-0.03,2.85,48.17,0,41.16,0.03,2079368
THI,8228.38,21.12,16.35,1.95,2.68,7.11,69.63,2.54,0.05,0.18,0.34,1.31,0.49,0.13,0,1.28,60.53,0,53.64,0,132841
THO,1995.36,14.58,11.16,1.04,0.58,2.48,18.45,2.58,0.13,0.12,0.17,2.03,0,0.04,0.04,1.77,59.31,0,37.62,0.01,338398
THOR,2143.19,39.78,18.51,4.07,4.36,3.61,8.58,0.94,0.01,0.08,0.1,5.78,0,0.11,0.02,1.36,61.91,0,37.39,0.01,467404
THR,613.15,22.63,17.12,1.47,2.18,2.76,21.6,0.87,0.01,0.06,0.13,3.05,0.53,0.1,-0.04,1.46,43.4,0,19.69,-0.01,141598
THRM,503.46,38.62,12.87,1.72,0.91,2.44,8.66,0.39,0.02,0.06,0.1,2.07,0.31,0.04,0,1.71,49.78,-0.01,15.06,-0.01,120361
THS,2316.8,26.89,18.88,2.48,1.06,1.96,24.54,2.38,0.01,0.04,0.08,3.15,0.76,0.04,0.01,1.44,56.25,0,64,-0.01,109110
TIE,2888.49,27.97,19.19,1.86,2.69,2.35,140.22,0.59,0.54,0.07,0.08,6.02,0.09,0.1,0,1.61,50,0,16.5,0,0
TIF,9270.86,22.44,18.28,1.85,2.44,3.56,18.36,3.25,0.01,0.09,0.17,5.37,0.37,0.11,0.02,1.51,61.57,0,72.93,0,660996
TILE,1140.77,31.35,15.82,1.23,1.25,3.82,17.53,0.55,0.03,0.05,0.12,2.79,0.95,0.04,-0.05,1.8,41.66,-0.01,17.24,0.01,309182
TISI,786.54,23.01,16.9,1.27,1.12,2.84,21.6,1.66,0.03,0.08,0.14,4.24,0.32,0.05,-0.01,1.87,44.08,0,38.2,0,98494
TITN,464.2,11,9.09,0.55,0.21,1.17,3.73,2,0.04,0.03,0.11,1.48,2.23,0.02,-0.07,1.92,27.78,0,22,0,327112
TJX,34882.37,18.98,15.27,1.64,1.35,9.57,17.03,2.55,0,0.21,0.55,1.52,0.21,0.07,0.02,1.25,64.52,0,48.4,0,1884145
TKC,13217.6,11.13,10.08,5.56,2.19,1.78,3.59,1.35,0.01,0.12,0.17,2.8,0.22,0.19,-0.07,1.66,30.54,0.02,15.02,0.01,597536
TKR,4997.32,12.25,10.69,1.36,1.07,2.16,10.91,4.25,0.02,0.1,0.18,3.06,0.2,0.09,-0.02,1.82,41.41,0,52.05,-0.01,580123
TLF,71.63,14.1,8.81,0.71,1.01,1.91,20.35,0.5,0.04,0.11,0.15,3.83,0.12,0.07,0,1.56,54.81,0.01,7.05,0,3960
TLP,682.08,20.42,15.22,6.81,4.37,2.33,101.05,2.31,0.01,0.07,0.11,0.73,0.53,0.25,-0.02,1.79,46.15,-0.02,47.17,-0.03,30070
TLYS,407.61,15.16,15.48,1.01,0.87,3.48,7.13,0.97,0,0.14,0.27,2.57,0.03,0.05,0.12,1.63,67.17,0,14.71,0.01,28417
TMH,2556.29,40.09,17.18,2.49,1.24,21.67,61.99,0.93,0,0.06,0.95,1.2,4.43,0.03,0,1.81,55.35,0,37.28,-0.01,303360
TMO,29119.99,22.41,13.82,2.08,2.3,1.86,28.88,3.62,0,0.05,0.09,2.23,0.46,0.1,0.02,1.77,60.19,-0.01,81.13,0.01,2812664
TMS,535.55,20.62,10.72,1.72,0.21,1.75,19.88,0.66,0.02,0.03,0.09,1.26,1.02,0.01,-0.02,1.66,45.19,-0.02,13.61,-0.04,95588
TNC,866.17,21.58,16.6,0.94,1.18,3.72,17.41,2.17,0.01,0.1,0.18,2.31,0.14,0.06,0.01,1.45,51.12,-0.01,46.82,-0.01,58432
TNGO,472.88,156.62,14.4,4.57,3.06,3.17,9.42,0.08,0.05,0.02,0.02,1.72,0.15,0.02,0.01,2,48.42,0,12.53,-0.01,159900
TRAK,1192.49,60.22,19.1,4.19,3.07,2.08,6.71,0.46,0.01,0.03,0.04,2.93,0.28,0.05,-0.01,1.44,44.64,0,27.7,0,128882
TREX,835.61,324.07,18.91,16.2,2.72,8.81,386.85,0.15,0.02,0.01,0.03,1.24,0.05,0.01,0.01,2.1,51.47,0,48.61,-0.02,127395
TRGP,2781.93,72.22,35.72,2.79,0.47,19.33,36.46,0.91,0.03,0.04,0.25,1.07,17.18,0.03,-0.03,1.78,47.79,0,65.72,-0.01,218891
TRI,27503.9,13.33,16.43,2.6,2.07,1.6,21.14,2.49,0.55,0.07,0.12,0.83,0.42,0.16,0.02,1.31,67.17,0,33.18,0,671741
TRIB,354.25,20.65,15.9,1.38,4.34,2.03,4.76,0.77,0.05,0.09,0.11,8.04,0,0.21,-0.02,1.78,44.42,0,15.9,-0.01,29617
TRIP,7677.13,39.21,24.99,2.17,10.06,10.57,15.78,1.37,0,0.18,0.38,3.23,0.57,0.26,0.05,1.89,63.48,0.01,53.72,0.01,3023652
TRK,730.89,17.48,15.9,3.5,1.49,0.85,6.87,1.01,0.14,0.02,0.05,1.43,0.61,0.09,-0.02,1.35,49.36,-0.01,17.65,-0.01,11017
TRLG,709.5,15.28,12.92,2.42,1.52,2.14,3.81,1.81,0.05,0.12,0.15,6.47,0,0.1,0.05,1.51,59.28,0,27.65,-0.02,171812
TRMB,7202.58,38.12,15.67,2.2,3.53,3.79,45.65,0.74,0,0.06,0.11,1.74,0.48,0.09,-0.01,1.6,47.69,0,28.21,-0.01,592071
TRS,1192.19,32.64,11.51,1.07,0.94,3.9,57.93,0.92,0.02,0.03,0.14,1.77,1.39,0.03,0.01,1.79,51.87,-0.01,30.03,-0.01,251046
TRW,7049.87,7.48,7.89,0.69,0.43,1.96,5.76,7.85,0.01,0.1,0.31,1.22,0.41,0.06,0.07,1.9,63.14,0,58.7,0.01,1335976
TSCO,7549.43,28.04,20.83,1.62,1.6,7.32,132.4,3.87,0.01,0.15,0.27,2.03,0.1,0.06,0.02,1.51,55.74,0,108.5,-0.02,696752
TSN,8763.98,15.07,10.21,1.77,0.26,1.45,9.22,1.64,0.01,0.05,0.1,1.89,0.4,0.02,0.02,1.81,62.52,0,24.72,-0.01,1940320
TSO,7381.46,10.24,8.66,0.8,0.22,1.75,4.5,5.26,0,0.07,0.19,1.61,0.37,0.02,0.02,2.91,51.06,0,53.84,-0.01,2193338
TSS,4336.35,17.88,14.35,2.19,2.31,2.99,19.44,1.3,0.01,0.12,0.17,2.57,0.16,0.13,-0.04,1.19,36.51,-0.01,23.24,-0.01,1457612
TTC,2596.18,19.26,15.58,1.28,1.31,8.31,42.77,2.33,0.01,0.15,0.47,1.56,0.72,0.07,-0.01,1.5,48.21,0,44.87,0,159427
TTEC,1093.59,16.5,12.18,1.33,0.94,2.25,6.65,1.27,0.14,0.09,0.15,2.94,0.22,0.06,-0.01,1.54,55.05,0,20.95,0,74219
TTEK,1661.39,15.33,12.75,1.18,0.82,1.58,10.96,1.68,0.01,0.07,0.11,2.04,0.14,0.05,-0.04,1.33,38.8,0,25.75,-0.01,238033
TTGT,168.09,47.78,21.5,4.78,1.68,0.85,3.06,0.09,0.15,0.02,0.02,5.49,0,0.04,-0.05,1.92,34.28,0,4.3,-0.03,44959
TTI,700.67,44.8,8.96,1.73,0.8,1.27,9.46,0.2,0.01,0.02,0.03,1.69,0.67,0.02,-0.02,2.01,48.14,0,8.96,0.01,827165
TU,11431.77,8.99,7.86,1.01,1.06,1.43,253.25,3.9,0.05,0.06,0.16,0.52,0.82,0.12,-0.38,2.06,10.8,0,35.07,0,90746
TUC,193.83,47.64,19.62,2.38,0.6,1.65,13.53,0.28,0.05,0.01,0.04,0.71,1.64,0.01,0.02,1.4,52.98,-0.01,13.34,-0.01,9563
TUP,4451.29,24.06,12.95,2,1.71,10.26,30.2,3.45,0.01,0.1,0.4,1.39,1.71,0.07,0.02,1.68,56.93,0,83,0,531844
TW,5312.37,19.13,12.48,1.83,1.51,2,11.66,3.75,0.01,0.05,0.1,1.74,0.21,0.08,0.01,1.49,58.86,0,71.75,0,217077
TWC,27184.39,13.58,12.13,1.07,1.27,3.82,7.87,6.88,0,0.04,0.29,0.92,3.67,0.1,-0.01,1.41,52.91,0,93.43,0.01,4133245
TWI,1141.58,14.61,7.96,0.82,0.59,1.74,2.25,1.46,0.01,0.05,0.14,2.32,1.3,0.04,0.04,1.78,56.56,0,21.33,-0.02,787335
TWIN,239.19,47.29,22.88,3.64,0.78,1.72,13.94,0.45,0.04,0.02,0.03,3.32,0.25,0.02,-0.09,2.04,31.96,-0.01,21.28,-0.04,52952
TWTC,4058.75,53.38,34.66,3.61,2.76,3.64,4.17,0.5,0,0.03,0.07,1.76,1.58,0.05,0.01,1.3,59.2,0,26.69,0,2020724
TWX,55741.33,19.37,14.01,1.54,1.94,1.86,19.62,3.08,0,0.04,0.1,1.35,0.67,0.11,0.01,1.84,60.14,0,59.67,0,5053417
TXI,1776.31,51.21,694.22,8.54,2.7,2.55,56.11,1.22,0.02,0.02,0.05,2.71,0.95,0.05,0.05,2.24,58.74,-0.01,62.48,0.01,160953
TXN,39485.2,22.2,17.02,2.58,3.14,3.62,10.22,1.61,0,0.09,0.17,2.64,0.52,0.15,0.02,1.42,56.33,-0.01,35.74,-0.01,6990777
TXRH,1470.41,21.06,16.58,1.54,1.16,2.77,17.99,1,0.1,0.1,0.14,0.77,0.1,0.06,0.05,1.35,67.27,0,21.06,0.02,1019779
TXT,7240.77,13.3,10.86,0.88,0.59,2.25,10.33,1.96,0,0.04,0.19,1.58,0.69,0.05,-0.07,1.43,38.15,-0.01,26.06,0,5793957
TYL,1954.57,57.45,35.87,3.54,5.19,12.14,434.35,1.08,0.03,0.12,0.29,0.65,0,0.1,0.05,1.76,62.26,0,62.05,-0.01,231488
TYPE,861.16,30,17.27,2.18,5.75,3.56,21.89,0.76,0.02,0.1,0.13,1.36,0.09,0.19,0,1.99,54.67,0,22.8,0,143393
TZOO,401.51,20.58,19.95,1.04,2.61,8.38,6.17,1.27,0.48,0.22,0.46,2.12,0,0.13,0.16,1.61,76.71,-0.01,26.14,0.03,157235
UA,5857.59,48.91,30.3,2.35,3.05,7.01,22.91,1.14,0.01,0.12,0.16,4.3,0.07,0.06,0.02,1.38,60.28,0,55.76,-0.01,933683
UACL,680.63,14.25,12.72,4.75,0.66,11.86,54.36,1.59,0,0.15,0.63,1.63,2.63,0.05,-0.02,2.04,50.93,-0.04,22.65,-0.03,23491
UAN,1856.71,16.61,15.78,1.38,6.14,4.17,14.52,1.53,0,0.18,0.24,3.36,0.28,0.37,0.04,1.63,58.85,0.01,25.41,0,104730
UBNT,1401.8,16.45,16.28,0.66,4.34,15.07,9.45,0.98,0.01,0.47,1.04,4.03,0.84,0.27,0.15,4.61,68.45,0,16.12,0.05,238520
UCTT,172.62,306.5,40.87,38.31,0.44,1.09,2.66,0.02,0.04,0,0,1.94,0.47,0,0.04,1.65,57.29,0,6.13,0.04,200214
UEIC,325.38,19.77,11.82,1.32,0.7,1.3,7.3,1.1,0.03,0.04,0.07,1.98,0,0.04,-0.02,2.14,49.85,0,21.75,-0.03,34182
UEPS,334.25,36.65,5.24,3.66,0.79,0.91,8.77,0.2,0,0.01,0.03,1.23,0.33,0.02,0.02,3.49,63.52,-0.01,7.33,-0.02,68074
UFS,2297.93,12.74,9.43,8.49,0.42,0.82,4.48,5.28,0,0.03,0.06,2.84,0.4,0.04,-0.11,1.37,27.18,-0.01,67.25,-0.02,781912
UGI,4570.21,21.37,14.53,106.83,0.67,1.95,13.13,1.89,0.01,0.03,0.1,1.08,1.65,0.04,0.03,1.59,66.75,0,40.38,0,382571
UHS,6349.09,14.3,12.7,1.75,0.91,2.33,270.52,4.53,0.01,0.06,0.18,1.57,1.37,0.07,0.04,1.81,64.25,0.02,64.78,0.04,1569147
UIL,2082.25,20.33,17.26,3.37,1.4,1.87,116.59,2.02,0,0.02,0.09,1,1.64,0.06,0.02,1.36,61.43,0,41.07,-0.01,300244
ULTA,5474.98,32.09,20.77,1.42,2.47,7,17.08,2.68,0,0.15,0.25,3.57,0,0.08,0.02,1.43,53.82,0,85.99,0,695803
ULTI,2709.26,178.55,52.87,7.14,8.15,22.58,39.82,0.53,0.03,0.03,0.15,1.12,0.09,0.04,-0.03,1.45,42.04,0,94.63,0.01,183420
UNF,1819.51,16.96,15.31,1.54,1.4,1.9,11.14,5.36,0.01,0.09,0.12,2.14,0.12,0.08,0,1.67,56.45,0,90.93,0,142933
UNFI,2471.41,25.19,20.21,1.69,0.44,2.4,305.49,1.99,0,0.06,0.1,2.67,0,0.02,0.01,1.3,51,0,50.13,-0.01,278176
UNP,68859.39,17.31,13.58,1.22,3.26,3.42,35.92,8.52,0,0.09,0.21,1.29,0.49,0.19,0.04,1.44,63.71,0,147.52,0,963577
UNS,2077.98,22.68,15.23,2.83,1.42,1.94,15.62,2.21,0,0.02,0.09,1.38,1.74,0.06,0.02,1.47,67.56,0,50.12,0,166638
UNT,2041.28,88.38,10.01,5.2,1.55,1.02,2104.41,0.47,0.01,0.01,0.01,0.94,0.37,0.02,-0.03,1.55,40.18,-0.01,41.54,-0.01,218060
UNTD,595.63,49.77,23.96,3.32,0.68,1.24,4.37,0.13,0.04,0.01,0.02,1.11,0.51,0.01,0.02,1.95,58.06,0,6.47,-0.02,357229
URBN,6018.83,25.41,18.37,1.65,2.15,4.44,12.7,1.62,0,0.14,0.2,3.49,0,0.08,0.03,1.74,58.6,0,41.16,0,1396187
URI,4895.55,84.47,8.7,4.83,1.07,3.1,33.3,0.62,0.01,0.01,0.1,0.96,4.49,0.02,0,2.13,50.29,-0.01,52.37,0.01,1136024
URS,3303.07,10.42,9.09,0.89,0.3,0.92,10.5,4.17,0.02,0.05,0.09,1.76,0.57,0.04,-0.04,1.5,38.93,0,43.45,-0.01,732576
USAP,234.19,16.63,11.43,5.28,0.93,1.18,731.85,2.02,0.11,0.04,0.08,8.42,0.54,0.06,0,1.57,47.68,0,33.6,0.01,32057
USM,3171.01,29.15,56.55,5.3,0.71,0.85,6.62,1.3,0,0.02,0.03,1.58,0.24,0.03,0.03,1.25,61.18,0,37.89,-0.01,24764
USNA,754.38,11.55,9.54,0.64,1.14,4.12,10.62,4.84,0.49,0.26,0.37,1.91,0,0.11,0.15,1.82,77.47,0,55.88,0.04,125927
USPH,288.47,15.93,14.23,1.42,1.14,2.43,24.72,1.5,0.04,0.16,0.16,2.78,0.15,0.1,-0.02,1.25,46.27,0,23.9,-0.03,50253
USTR,1324.78,11.91,9.34,1.19,0.26,1.75,64.56,2.73,0.01,0.06,0.15,2.33,0.71,0.02,-0.12,1.66,23.55,-0.01,32.51,-0.02,218364
UTEK,865.18,17.33,15.6,1.16,3.52,2.12,2.82,1.8,0.04,0.13,0.14,10.9,0,0.21,-0.13,1.54,28.29,-0.01,31.2,-0.01,469267
UTHR,3091.96,10.86,8.43,0.34,3.38,2.88,6.45,5.73,0,0.19,0.3,3.78,0.25,0.33,0.02,1.55,57.46,-0.01,62.2,0.01,913229
UTI,278.42,34.61,49.65,12.82,0.69,1.94,3.38,0.33,0.16,0.03,0.06,1.44,0,0.02,-0.03,1.75,42.16,0,11.42,-0.03,61690
UTL,416.1,20.36,17.12,10.71,1.18,1.59,42.46,1.48,0.01,0.02,0.08,1.06,1.29,0.05,0.05,1.29,76.08,0,30.13,0,138072
UTX,83699.4,16.85,13.13,1.27,1.4,3.19,17.56,5.41,0,0.07,0.2,1.29,0.87,0.09,-0.02,1.38,41.81,0,91.15,-0.01,2927372
V,134354.25,76.36,19.67,4.11,12.53,4.01,48.24,2.19,0,0.07,0.09,1.97,0,0.22,0.01,1.54,55.78,0,167.23,-0.01,1531683
VAL,5665.61,20.38,14.58,1.59,1.41,4.73,22.79,3.12,0.01,0.08,0.24,1.36,1.05,0.07,0.03,1.53,59.25,0,63.58,-0.01,388322
VAR,6996.13,16.36,14.09,1.36,2.41,0,0.01,3.92,0,0,0,1.8,0.15,0.15,-0.08,1.43,29.87,0,64.12,0,1134898
VASC,261.19,25.93,20.28,1.62,2.59,3.3,18.59,0.61,0.05,0.12,0.14,4.26,0,0.1,-0.04,1.6,45.62,0,15.82,-0.02,62918
VC,2972.99,29.97,12.61,3.16,0.43,2.15,3.6,1.91,0,0.03,0.08,1.72,0.41,0.02,0.02,2.27,57.09,0,57.25,0.01,349692
VCI,997.01,8.9,7.15,0.33,0.46,2.09,10.53,2.86,0.02,0.07,0.26,1.33,1.24,0.06,-0.07,1.7,36.05,-0.02,25.46,0,433441
VCLK,2298,24.56,14.32,1.68,3.48,3.85,16.82,1.23,0.05,0.11,0.17,2.19,0.24,0.15,0.05,2.25,62.94,-0.01,30.2,-0.02,559420
VCRA,494.21,403.6,31.05,15.83,4.9,3.97,3.88,0.05,0.01,0.03,0.04,4.19,0,0.03,-0.09,1.63,23.7,0,20.18,-0.02,144126
VDSI,330.74,19.58,19.14,1.96,2.1,2.11,3.16,0.43,0.24,0.09,0.11,5.74,0,0.11,0.01,1.6,52.5,-0.01,8.42,-0.01,107164
VECO,1452.05,23.92,43.12,1.59,2.44,1.77,2.54,1.55,0,0.06,0.08,5.8,0,0.1,0.02,1.54,55.63,-0.01,37.08,-0.03,540470
VFC,19401.52,18.02,14.41,1.54,1.78,3.76,32.47,9.7,0.2,0.11,0.23,1.99,0.36,0.1,0.03,1.4,60.81,-0.01,174.82,-0.02,1034434
VG,648.72,18.94,11.22,3.79,0.76,2.03,6.68,0.16,0.12,0.07,0.12,0.81,0.18,0.04,0.04,1.93,61.31,0,3.03,0,977936
VHS,1084.22,13.07,15.21,1.18,0.18,3.25,3.03,1.07,0.05,0.02,0.28,1.55,8.32,0.02,-0.05,2.56,39.17,0,13.99,-0.02,126990
VIAB,31489.35,15,11.78,1.08,2.38,4.41,46.93,4.24,0,0.1,0.29,1.24,1.17,0.17,-0.01,1.51,49.95,0,63.62,-0.01,3371796
VIP,14679.28,8.54,7.83,0.14,0.64,1.23,2.97,1.32,0.35,0.04,0.15,0.8,1.73,0.09,-0.06,1.96,36.83,-0.01,11.27,-0.02,1147021
VIV,29547,13.39,12.38,3.94,1.76,1.33,8.31,1.96,0.04,0.07,0.1,1.2,0.18,0.13,0,1.38,49.4,-0.01,26.25,-0.03,682921
VIVO,811.83,23.06,19.8,1.6,4.54,5.89,24.49,0.85,0.02,0.23,0.26,4.91,0,0.2,-0.11,1.46,28.59,-0.05,19.6,-0.04,481514
VLO,22563.77,10.95,7,1.06,0.16,1.25,13.1,3.72,0,0.05,0.12,1.38,0.39,0.01,-0.01,2.49,45.15,0,40.72,-0.01,7227625
VLTR,323.7,17.12,13.38,4.28,1.95,1.66,2.12,0.75,0,0.1,0.11,12.94,0,0.12,-0.05,2.72,34.65,-0.01,12.84,-0.01,369686
VMED,13335.65,3.43,0.24,0.19,2.08,2.57,27.04,14.39,0,0.32,1.56,0.76,1.82,0.72,0,2.38,57.64,-0.01,49.3,0.01,2925363
VMI,3834.08,14.82,12.61,1.1,1.22,2.61,9.13,9.67,0.02,0.1,0.19,3.58,0.33,0.08,-0.01,1.56,41.11,0,143.33,-0.01,213190
VMW,30609.89,42.54,18.95,2.18,6.46,5.18,6.2,1.68,0.34,0.07,0.13,2.14,0.08,0.15,-0.06,1.64,40.09,0,71.46,-0.01,2131441
VNET,522.53,60.13,10.61,3.01,2.11,1.67,4.92,0.15,0.15,0.02,0.03,1.56,0.27,0.04,0,1.62,47.92,-0.01,9.02,0,215964
VNTV,4652.28,59.16,12.73,3.7,2.5,5.7,69.37,0.37,0.02,0.03,0.08,1.06,1.55,0.06,-0.05,1.3,37.67,0,21.89,-0.02,638443
VOLC,1115.21,136.47,51.17,6.89,2.92,2.71,2.36,0.15,0.01,0.01,0.02,8.22,0.94,0.02,-0.04,1.53,35.38,0,20.47,0,788527
VOXX,226.5,9.83,7.77,0.98,0.28,0.52,12.45,0.98,0.1,0.03,0.05,2.22,0.46,0.03,-0.05,2.54,41.53,-0.01,9.63,-0.02,100231
VPHM,1750.93,447.17,31.2,56.25,4.09,2.31,7.09,0.06,0.01,0,0.01,3.98,0.21,0.01,0.07,1.65,66.97,0,26.83,-0.01,674525
VPRT,1423.03,58.07,16.89,2.78,1.28,6.77,21.98,0.73,0.05,0.04,0.11,0.73,1.1,0.02,0.1,1.54,66.45,-0.02,42.39,0.04,811954
VRA,895.23,12.97,10.92,0.78,1.65,4.61,93.25,1.7,0.36,0.28,0.43,3.76,0.08,0.13,-0.01,1.64,40.78,-0.01,22.05,-0.01,260970
VRNM,28.63,1.5,224,0.03,0.5,0.85,2.05,1.49,0.06,0.35,0.85,2.83,0.09,0.34,-0.06,2.29,38.35,-0.02,2.24,-0.01,18795
VRNT,1716.29,35.95,10.76,2.87,2.04,2.58,7.68,0.91,0.01,0.04,0.21,1.27,1.13,0.07,-0.05,1.5,39.17,-0.01,32.71,-0.02,462081
VRSK,10072.49,31.16,22.75,2.32,6.56,39.36,106.36,1.92,0.01,0.17,4.19,0.67,5.72,0.21,-0.01,1.37,50.34,0,59.82,0,486366
VRTS,1447.79,39.82,18.66,2.65,5.17,5.93,11.89,4.65,0.04,0.12,0.18,2.64,0.09,0.13,0,2.82,51.78,0,185.14,-0.01,12322
VRTU,569.1,22.33,16.33,0.95,1.79,2.31,6.39,0.98,0.08,0.09,0.11,3.36,0,0.08,-0.05,2.19,39.02,0,21.88,-0.01,131514
VRX,21806.07,385.05,11.27,30.8,7.35,5.98,55.17,0.19,0.02,0,0.01,1.55,2.04,0.02,-0.01,1.8,51.95,0,73.16,-0.01,1243123
